District Code,District,Street,City,City,Zip,Address,Latitude,Longitude,Address_formatted,confidence,confidence_city_level,confidence_street_level
74912,Virtual Learning Academy of St. Clair County,499 Range Road,Marysville,MI,48040,"499 Range Road, Marysville, MI 48040",42.917623,-82.501695,"499 Range Road, Marysville, MI 48074, United States of America",1,1,1
74913,St. Clair County Career Prep Academy,499 Range Road,Marysville,MI,48040,"499 Range Road, Marysville, MI 48040",42.917623,-82.501695,"499 Range Road, Marysville, MI 48074, United States of America",1,1,1
74914,Blue Water Middle College,323 Erie St,Port Huron,MI,48060,"323 Erie St, Port Huron, MI 48060",42.97805809,-82.42743095,"323 Erie Street, Port Huron, MI 48060, United States of America",1,1,1
74914,Blue Water Middle College,323 Erie Street,Port Huron,MI,48061,"323 Erie Street, Port Huron, MI 48061",42.978189,-82.427936,"323 Erie Street, Port Huron, MI 48060, United States of America",1,1,1
80900,Michigan Online School,209 S State St,Gobles,MI,49055,"209 S State St, Gobles, MI 49055",42.35930694,-85.87885467,"209 South State Street, Gobles, MI 49055, United States of America",1,1,1
80901,George Washington Academy,1141 Mackinac Hall,Allendale,MI,49401,"1141 Mackinac Hall, Allendale, MI 49401",42.966889,-85.886799,"Mackinac Hall, Allendale, MI, United States of America",0.5,1,1
80901,George Washington Academy,560 Indiana Avenue,South Haven,MI,49090,"560 Indiana Avenue, South Haven, MI 49090",42.39874126,-86.27783078,"560 Indiana Avenue, South Haven, MI 49090, United States of America",1,1,1
81900,Global Tech Academy,1715 E Forest Ave,Ypsilanti,MI,48198,"1715 E Forest Ave, Ypsilanti, MI 48198",42.25015907,-83.57638226,"1715 East Forest Avenue, Ypsilanti Charter Township, MI 48198, United States of America",1,1,1
81901,Honey Creek Community School,1735 S Wagner Rd,Ann Arbor,MI,48103,"1735 S Wagner Rd, Ann Arbor, MI 48103",42.2606384,-83.7988254,"1735 South Wagner Road, Scio Township, MI 48103, United States of America",1,1,1
81902,Central Academy,2459 S Industrial Hwy,Ann Arbor,MI,48104,"2459 S Industrial Hwy, Ann Arbor, MI 48104",42.25199201,-83.73305584,"2459 South Industrial Highway, Ann Arbor, MI 48104, United States of America",1,1,1
81902,Central Academy,2455 S. Industrial Highway,Ann Arbor,MI,48104,"2455 S. Industrial Highway, Ann Arbor, MI 48104",42.25202411,-83.73307622,"2455 South Industrial Highway, Ann Arbor, MI 48104, United States of America",1,1,1
81903,Washtenaw Technical Middle College,4800 E Huron River Dr,Ann Arbor,MI,48105,"4800 E Huron River Dr, Ann Arbor, MI 48105",42.2641155,-83.6649436,"4800 East Huron River Drive, Ann Arbor Charter Township, MI 48105, United States of America",1,1,1
81904,Ann Arbor Learning Community,4377 Textile Rd,Ypsilanti,MI,48197,"4377 Textile Rd, Ypsilanti, MI 48197",42.20134102,-83.67247535,"4377 Textile Road, Pittsfield Charter Township, MI 48197, United States of America",1,1,1
81905,South Arbor Charter Academy,8200 Carpenter Rd,Ypsilanti,MI,48197,"8200 Carpenter Rd, Ypsilanti, MI 48197",42.1692006,-83.67936888,"8200 Carpenter Road, York Charter Township, MI 48197, United States of America",1,1,1
81906,Fortis Academy,3875 Golfside Rd,Ypsilanti,MI,48197,"3875 Golfside Rd, Ypsilanti, MI 48197",42.2325403,-83.6606499,"3875 Golfside Road, Pittsfield Charter Township, MI 48197, United States of America",1,1,1
81907,Victory Academy Charter School,1715 East Forest Ave,Ypsilanti,MI,48198,"1715 East Forest Ave, Ypsilanti, MI 48198",42.25015907,-83.57638226,"1715 East Forest Avenue, Ypsilanti Charter Township, MI 48198, United States of America",1,1,1
81908,Multicultural Academy,5550 Platt Rd,Ann Arbor,MI,48108,"5550 Platt Rd, Ann Arbor, MI 48108",42.20738685,-83.7006356,"Multicultural Academy, 5550 Platt Road, Ann Arbor, MI 48108, United States of America",1,1,1
81909,Arbor Preparatory High School,6800 Hitchingham Rd,Ypsilanti,MI,48197,"6800 Hitchingham Rd, Ypsilanti, MI 48197",42.18924866,-83.6207097,"6800 Hitchingham Road, Ypsilanti Charter Township, MI 48197, United States of America",1,1,1
81910,East Arbor Charter Academy,6885 Merritt Rd,Ypsilanti,MI,48197,"6885 Merritt Rd, Ypsilanti, MI 48197",42.18736134,-83.62253652,"6885 Merritt Road, Ypsilanti Charter Township, MI 48197, United States of America",1,1,1
81911,WSC Academy,855 Jefferson St,Ypsilanti,MI,48197,"855 Jefferson St, Ypsilanti, MI 48197",42.22898416,-83.6208961,"855 Jefferson Street, Ypsilanti, MI 48197, United States of America",1,1,1
81911,WSC Academy,10355 Citation Dr,Brighton,MI,48116,"10355 Citation Dr, Brighton, MI 48116",42.52120698,-83.74918229,"10355 Citation Drive, Brighton Charter Township, MI 48116, United States of America",1,1,1
81912,South Pointe Scholars Charter Academy,10550 Geddes Rd,Ypsilanti,MI,48198,"10550 Geddes Rd, Ypsilanti, MI 48198",42.27665625,-83.55316781,"10550 Geddes Road, Superior Charter Township, MI 48198, United States of America",1,1,1
81913,Livingston Classical Academy,8877 Main St,Whitmore Lake,MI,48189,"8877 Main St, Whitmore Lake, MI 48189",42.41397481,-83.76118829,"8877 Main Street, Northfield Township, MI 48189, United States of America",1,1,1
81914,The Building Trades School,34705 West 12 Mile Road #160,Farmington Hills,MI,48331,"34705 West 12 Mile Road #160, Farmington Hills, MI 48331",42.49843012,-83.39000661,"34705 West 12 Mile Road, Farmington Hills, MI 48331, United States of America",1,1,1
81914,The Building Trades School,34705 West 12 Mile Rd,Farmington Hills,MI,48331,"34705 West 12 Mile Rd, Farmington Hills, MI 48331",42.49843012,-83.39000661,"34705 West 12 Mile Road, Farmington Hills, MI 48331, United States of America",1,1,1
81915,Pittsfield Acres Academy,4377 Textile Rd,Ypsilanti,MI,48197,"4377 Textile Rd, Ypsilanti, MI 48197",42.20134102,-83.67247535,"4377 Textile Road, Pittsfield Charter Township, MI 48197, United States of America",1,1,1
81916,GEE Compass Academy,850 S. Hewitt Street,Ypsilanti,MI,48197,"850 S. Hewitt Street, Ypsilanti, MI 48197",42.194034,-83.639984,"Ypsilanti, MI 48197, United States of America",0.25,1,
82700,Detroit Achievement Academy,7000 W Outer Dr,Detroit,MI,48235,"7000 W Outer Dr, Detroit, MI 48235",42.419747,-83.199628,"7000 West Outer Drive, Detroit, MI 48235, United States of America",1,1,1
82700,Detroit Achievement Academy,8411 Sylve#r St,Detroit,MI,48214,"8411 Sylve#r St, Detroit, MI 48214",42.37190065,-83.00398719,"Detroit Prep, 8411 Sylvester Street, Detroit, MI 48214, United States of America",0.63,1,0.63
82701,University Preparatory Science and Math (PSAD),5100 John R St,Detroit,MI,48202,"5100 John R St, Detroit, MI 48202",42.35903455,-83.06215875,"University Prep Science & Math Middle School, 5100 John R Street, Detroit, MI 48202, United States of America",1,1,1
82701,University Preparatory Science and Math (PSAD),2251 Antietam Ave,Detroit,MI,48207,"2251 Antietam Ave, Detroit, MI 48207",42.3482033,-83.03065479,"2251 Antietam Avenue, Detroit, MI 48207, United States of America",1,1,1
82701,University Preparatory Science and Math (PSAD),2664 Franklin St,Detroit,MI,48207,"2664 Franklin St, Detroit, MI 48207",42.3370793,-83.02036204,"2664 Franklin Street, Detroit, MI 48207, United States of America",1,1,1
82702,University Preparatory Academy (PSAD),P. O. Box 2339,Detroit,MI,48202,"P. O. Box 2339, Detroit, MI 48202",42.37764993,-83.08214946,"Detroit, MI 48202, United States of America",1,1,
82702,University Preparatory Academy (PSAD),485 W Milwaukee Ave,Detroit,MI,48202,"485 W Milwaukee St, Detroit, MI 48202",42.36815664,-83.07487491,"485 West Milwaukee Ave, Detroit, MI 48202, United States of America",1,1,1
82702,University Preparatory Academy (PSAD),435 Am#rdam St,Detroit,MI,48202,"435 Am#rdam St, Detroit, MI 48202",42.36552,-83.073047,"435 Amsterdam Street, Detroit, MI 48202, United States of America",0.63,1,0.63
82702,University Preparatory Academy (PSAD),957 Holden St,Detroit,MI,48202,"957 Holden St, Detroit, MI 48202",42.361252,-83.0768424,"957 Holden Street, Detroit, MI 48202, United States of America",1,1,1
82702,University Preparatory Academy (PSAD),600 Antoinette St,Detroit,MI,48202,"600 Antoinette St, Detroit, MI 48202",42.3626151,-83.07360433,"600 Antoinette Street, Detroit, MI 48202, United States of America",1,1,1
82702,University Preparatory Academy (PSAD),5310 Saint Antoine St,Detroit,MI,48202,"5310 Saint Antoine St, Detroit, MI 48202",42.36240735,-83.05789413,"5310 Saint Antoine Street, Detroit, MI 48202, United States of America",1,1,1
82703,University Preparatory Art & Design,485 W Milwaukee Ave,Detroit,MI,48202,"485 W Milwaukee St, Detroit, MI 48202",42.36815664,-83.07487491,"485 West Milwaukee Ave, Detroit, MI 48202, United States of America",1,1,1
82703,University Preparatory Art & Design,10225 3rd St,Detroit,MI,48202,"10225 3rd St, Detroit, MI 48202",42.38652815,-83.09262669,"10225 3rd Street, Detroit, MI 48202, United States of America",1,1,1
82704,Detroit Public Safety Academy,1250 Rosa Parks Blvd,Detroit,MI,48216,"1250 Rosa Parks Blvd, Detroit, MI 48216",42.3251629,-83.06735949,"1250 Rosa Parks Boulevard, Detroit, MI 48216, United States of America",1,1,1
82705,Branch Line School,16360 Hubbard St,Livonia,MI,48154,"16360 Hubbard St, Livonia, MI 48154",42.40707642,-83.36415969,"16360 Hubbard, Livonia, MI 48154, United States of America",0.9,1,0.9
82706,The James and Grace Lee Boggs School,7600 Goethe St,Detroit,MI,48214,"7600 Goethe St, Detroit, MI 48214",42.363642,-83.008118,"7600 Goethe Street, Detroit, MI 48214, United States of America",1,1,1
82707,Experiencia Preparatory Academy,950 Selden St,Detroit,MI,48201,"950 Selden St, Detroit, MI 48201",42.34630902,-83.06833806,"950 Selden Street, Detroit, MI 48201, United States of America",1,1,1
82708,Catherine Ferguson Academy,2750 Selden St,Detroit,MI,48208,"2750 Selden St, Detroit, MI 48208",42.34020249,-83.0891587,"2750 Selden Street, Detroit, MI 48208, United States of America",1,1,1
82709,International Academy of Detroit,7000 W Outer Dr,Detroit,MI,48235,"7000 W Outer Dr, Detroit, MI 48235",42.419747,-83.199628,"7000 West Outer Drive, Detroit, MI 48235, United States of America",1,1,1
82710,WAY Michigan,407 E Fort St,Detroit,MI,48226,"407 E Fort St, Detroit, MI 48226",42.3328632,-83.04242857,"407 East Fort Street, Detroit, MI 48226, United States of America",1,1,1
82711,Canton Preparatory High School,46610 Cherry Hill Rd,Canton,MI,48187,"46610 Cherry Hill Rd, Canton, MI 48187",42.30726098,-83.49776513,"46610 Cherry Hill Road, Canton Township, MI 48187, United States of America",1,1,1
82712,Pathways Global Leadership Academy,556 Cu#r St,Detroit,MI,48202,"556 Cu#r St, Detroit, MI 48202",42.374786,-83.077718,"Detroit (Detroit), MI 48202, United States of America",0.25,1,
82713,New Paradigm College Prep,4001 29th St,Detroit,MI,48210,"4001 29th St, Detroit, MI 48210",42.33474285,-83.11007972,"4001 29th Street, Detroit, MI 48210, United States of America",1,1,1
82714,Detroit Delta Preparatory Academy for Social Justice,3550 John C Lodge Fwy,Detroit,MI,48201,"3550 John C Lodge Fwy, Detroit, MI 48201",42.34368935,-83.06853101,"3550 John C Lodge Freeway, Detroit, MI 48201, United States of America",1,1,1
82715,Schools for the Future Detroit,3550 John C Lodge Fwy,Detroit,MI,48201,"3550 John C Lodge Fwy, Detroit, MI 48201",42.34368935,-83.06853101,"3550 John C Lodge Freeway, Detroit, MI 48201, United States of America",1,1,1
82716,Vista Meadows Academy,20651 West Warren St,Dearborn Heights,MI,48127,"20651 West Warren St, Dearborn Heights, MI 48127",42.3402474,-83.2438701,"Clara B. Ford Academy, 20651 Whitlock Drive, Dearborn Heights, MI 48127, United States of America",1,1,1
82717,Achieve Charter Academy,3250 Denton Rd,Canton,MI,48188,"3250 Denton Rd, Canton, MI 48188",42.28200123,-83.52517557,"3250 Denton Road, Canton Township, MI 48188, United States of America",1,1,1
82718,Quest Charter Academy,24745 Van Born Rd,Taylor,MI,48180,"24745 Van Born Rd, Taylor, MI 48180",42.26887418,-83.27716482,"24745 Van Born Road, Taylor, MI 48180, United States of America",1,1,1
82719,Washington-Parks Academy,11685 Appleton,Redford,MI,48239,"11685 Appleton, Redford, MI 48239",42.37263564,-83.27193621,"11685 Appleton, Redford Township, MI 48239, United States of America",1,1,1
82719,Washington-Parks Academy,13436 Grove St,Detroit,MI,48235,"13436 Grove St, Detroit, MI 48235",42.41430405,-83.17721632,"13436 Grove Street, Detroit, MI 48235, United States of America",1,1,1
82720,Lincoln-King Academy,13436 Grove St,Detroit,MI,48235,"13436 Grove St, Detroit, MI 48235",42.41430405,-83.17721632,"13436 Grove Street, Detroit, MI 48235, United States of America",1,1,1
82721,McGivney Academy (SDA),5690 Cecil St,Detroit,MI,48210,"5690 Cecil St, Detroit, MI 48210",42.336212,-83.128331,"Detroit (Detroit), MI 48210, United States of America",0.25,1,
82721,McGivney Academy (SDA),17200 Rowe St,Detroit,MI,48205,"17200 Rowe St, Detroit, MI 48205",42.42155724,-83.0027472,"17200 Rowe Street, Detroit, MI 48205, United States of America",1,1,1
82722,Detroit Leadership Academy,13600 Virgil St,Detroit,MI,48223,"13600 Virgil St, Detroit, MI 48223",42.38433637,-83.27096126,"13600 Virgil Street, Detroit, MI 48223, United States of America",1,1,1
82722,Detroit Leadership Academy,5845 Auburn St,Detroit,MI,48228,"5845 Auburn St, Detroit, MI 48228",42.33130465,-83.23297079,"5845 Auburn Street, Detroit, MI 48228, United States of America",1,1,1
82722,Detroit Leadership Academy,13550 Virgil St,Detroit,MI,48223,"13550 Virgil St, Detroit, MI 48223",42.38396769,-83.27094813,"13550 Virgil Street, Detroit, MI 48223, United States of America",1,1,1
82723,Legacy Charter Academy,4900 E Hildale St,Detroit,MI,48234,"4900 E Hildale St, Detroit, MI 48234",42.42879405,-83.05417471,"Legacy Charter Academy, 4900 East Hildale Street, Detroit, MI 48234, United States of America",1,1,1
82724,University Yes Academy,P. O. Box 2716,Detroit,MI,48202,"P. O. Box 2716, Detroit, MI 48202",42.37764993,-83.08214946,"Detroit, MI 48202, United States of America",1,1,
82724,University Yes Academy,14717 Curtis St,Detroit,MI,48235,"14717 Curtis St, Detroit, MI 48235",42.42336345,-83.19130167,"14717 Curtis Street, Detroit, MI 48235, United States of America",1,1,1
82725,Global Heights Academy,23713 Joy Rd,Dearborn Heights,MI,48127,"23713 Joy Rd, Dearborn Heights, MI 48127",42.35687902,-83.27085555,"23713 Joy Road, Dearborn Heights, MI 48127, United States of America",1,1,1
82726,Hinoki International School,36611 Curtis Rd,Livonia,MI,48152,"36611 Curtis Rd, Livonia, MI 48152",42.41862245,-83.40595754,"36611 Curtis Road, Livonia, MI 48152, United States of America",1,1,1
82727,Regent Park Scholars Charter Academy,15865 E 7 Mile Rd,Detroit,MI,48205,"15865 E 7 Mile Rd, Detroit, MI 48205",42.4360778,-82.95748567,"15865 East 7 Mile Road, Detroit, MI 48205, United States of America",1,1,1
82728,Jalen Rose Leadership Academy,15000 Trojan St,Detroit,MI,48235,"15000 Trojan St, Detroit, MI 48235",42.44182015,-83.19475951,"Jalen Rose Leadership Academy, 15000 Trojan Street, Detroit, MI 48235, United States of America",1,1,1
82729,South Canton Scholars Charter Academy,3085 S Canton Center Rd,Canton,MI,48188,"3085 S Canton Center Rd, Canton, MI 48188",42.28452956,-83.48596863,"3085 South Canton Center Road, Canton Township, MI 48188, United States of America",1,1,1
82730,American International Academy,300 S Henry Ruff Rd,Westland,MI,48186,"300 S Henry Ruff Rd, Westland, MI 48186",42.308373,-83.341915,"300 South Henry Ruff, Inkster, MI 48141, United States of America",0.9,1,0.9
82730,American International Academy,28955 Rosewood St,Inkster,MI,48141,"28955 Rosewood St, Inkster, MI 48141",42.2992958,-83.3256476,"28955 Rosewood Street, Inkster, MI 48141, United States of America",1,1,1
82730,American International Academy,27100 Avondale St,Inkster,MI,48141,"27100 Avondale St, Inkster, MI 48141",42.293488,-83.314827,"Inkster (Inkster), MI 48141, United States of America",0.25,1,
82731,GEE Edmonson Academy,1300 West Canfield,Detroit,MI,48201,"1300 West Canfield, Detroit, MI 48201",42.349241,-83.074535,"1300 W Canfield, Detroit, MI 48201, United States of America",1,1,1
82731,GEE Edmonson Academy,1300 West Canfield St,Detroit,MI,48201,"1300 West Canfield St, Detroit, MI 48201",42.34861205,-83.07500945,"1300 West Canfield Street, Detroit, MI 48201, United States of America",1,1,1
82732,GEE White Academy,5161 Charles Street,Detroit,MI,48212,"5161 Charles Street, Detroit, MI 48212",42.41179672,-83.0500802,"5161 Charles Street, Detroit, MI 48212, United States of America",1,1,1
82732,GEE White Academy,5161 Charles St,Detroit,MI,48212,"5161 Charles St, Detroit, MI 48212",42.41179672,-83.0500802,"5161 Charles Street, Detroit, MI 48212, United States of America",1,1,1
82733,Hamilton Academy,14223 Southampton,Detroit,MI,48213,"14223 Southampton, Detroit, MI 48213",42.398919,-82.963123,"14223 Southampton, Detroit, MI 48213, United States of America",1,1,1
82734,New Paradigm Glazer Academy,2001 Labelle,Detroit,MI,48238,"2001 Labelle, Detroit, MI 48238",42.399265,-83.116391,"2001 LaBelle Street, Detroit, MI 48238, United States of America",0.9,1,0.9
82735,New Paradigm Glazer-Loving Academy,1000 Lynn St,Detroit,MI,48211,"1000 Lynn St, Detroit, MI 48211",42.39119805,-83.07538924,"1000 Lynn Street, Detroit, MI 48211, United States of America",1,1,1
82735,New Paradigm Glazer-Loving Academy,2001 Labelle St,Detroit,MI,48238,"2001 Labelle St, Detroit, MI 48238",42.39965464,-83.11620596,"2001 LaBelle Street, Detroit, MI 48238, United States of America",1,1,1
82736,Starr Detroit Academy,19360 Harper Ave,Harper Woods,MI,48225,"19360 Harper Ave, Harper Woods, MI 48225",42.42791518,-82.92551411,"19360 Harper Avenue, Harper Woods, MI 48225, United States of America",1,1,1
82737,Pathways Academy,11340 E Jefferson Ave,Detroit,MI,48214,"11340 E Jefferson Ave, Detroit, MI 48214",42.36674776,-82.97089082,"11340 East Jefferson Avenue, Detroit, MI 48214, United States of America",1,1,1
82738,Academy of International Studies,3056 Hanley St,Hamtramck,MI,48212,"3056 Hanley St, Hamtramck, MI 48212",42.39328932,-83.05232143,"3056 Hanley Street, Hamtramck, MI 48212, United States of America",1,1,1
82739,Detroit Innovation Academy,18211 Plymouth Rd,Detroit,MI,48228,"18211 Plymouth Rd, Detroit, MI 48228",42.37214596,-83.2182748,"18211 Plymouth Road, Detroit, MI 48228, United States of America",1,1,1
82740,University YES Academy East,4401 Conner St,Detroit,MI,48215,"4401 Conner St, Detroit, MI 48215",42.38597884,-82.9697781,"4401 Conner Street, Detroit, MI 48215, United States of America",1,1,1
82741,Cornerstone Health and Technology School,17351 Southfield Road,Detroit,MI,48235,"17351 Southfield Road, Detroit, MI 48235",42.3914334,-83.2176058,"17351 Southfield Road, Detroit, MI, United States of America",1,1,1
82742,Madison-Carver Academy,19900 Mcintyre St,Detroit,MI,48219,"19900 Mcintyre St, Detroit, MI 48219",42.437297,-83.263286,"19900 McIntyre Street, Detroit, MI 48219, United States of America",1,1,1
82743,Plymouth Scholars Charter Academy,48484 N Territorial Rd,Plymouth,MI,48170,"48484 N Territorial Rd, Plymouth, MI 48170",42.37674509,-83.52070103,"48484 North Territorial Road, Plymouth Charter Township, MI 48170, United States of America",1,1,1
82744,Escuela Avancemos,2635 Howard St,Detroit,MI,48216,"2635 Howard St, Detroit, MI 48216",42.32113763,-83.07624873,"2635 Howard Street, Detroit, MI 48216, United States of America",1,1,1
82745,Caniff Liberty Academy,2650 Caniff St,Hamtramck,MI,48212,"2650 Caniff St, Hamtramck, MI 48212",42.39899542,-83.06179701,"2650 Caniff Street, Hamtramck, MI 48212, United States of America",1,1,1
82746,W-A-Y Academy,8701 W Vernor Hwy,Detroit,MI,48209,"8701 W Vernor Hwy, Detroit, MI 48209",42.30906,-83.132825,"8701 West Vernor Highway, Detroit, MI 48209, United States of America",1,1,1
82746,W-A-Y Academy,19321 W Chicago St,Detroit,MI,48228,"19321 W Chicago St, Detroit, MI 48228",42.36472953,-83.230341,"19321 West Chicago Street, Detroit, MI 48228, United States of America",1,1,1
82746,W-A-Y Academy,15900 Common Road,Roseville,MI,48066,"15900 Common Road, Roseville, MI 48066",42.51633786,-82.95954277,"15900 Common Road, Roseville, MI 48066, United States of America",1,1,1
82747,MacDowell Preparatory Academy,4201 W Outer Dr,Detroit,MI,48221,"4201 W Outer Dr, Detroit, MI 48221",42.4349708,-83.16589685,"4201 West Outer Drive, Detroit, MI 48221, United States of America",1,1,1
82748,Rutherford Winans Academy,16411 Curtis St,Detroit,MI,48235,"16411 Curtis St, Detroit, MI 48235",42.4217676,-83.2098122,"16411 Curtis Street, Detroit, MI 48235, United States of America",1,1,1
82749,Highland Park Public School Academy System,15900 Woodward Ave,Highland Park,MI,48203,"15900 Woodward Ave, Highland Park, MI 48203",42.413021,-83.101962,"15900 Woodward Avenue, Highland Park, MI 48203, United States of America",1,1,1
82749,Highland Park Public School Academy System,45 E Buena Vista St,Highland Park,MI,48203,"45 E Buena Vista St, Highland Park, MI 48203",42.40169516,-83.09202519,"45 East Buena Vista Street, Highland Park, MI 48203, United States of America",1,1,1
82749,Highland Park Public School Academy System,131 Pilgrim St,Highland Park,MI,48203,"131 Pilgrim St, Highland Park, MI 48203",42.41114646,-83.10647654,"131 Pilgrim Street, Highland Park, MI 48203, United States of America",1,1,1
82750,Wolverine Academy (SDA),2629 Lenox,Detroit,MI,48215,"2629 Lenox, Detroit, MI 48215",42.379422,-82.957626,"2629 Lenox, Detroit, MI 48215, United States of America",1,1,1
82750,Wolverine Academy (SDA),15255 Mayfield,Detroit,MI,48205,"15255 Mayfield, Detroit, MI 48205",42.422623,-82.96404,"15255 Mayfield, Detroit, MI 48205, United States of America",1,1,1
82750,Wolverine Academy (SDA),2424 North Outer Drive,Saginaw,MI,48601,"2424 North Outer Drive, Saginaw, MI 48601",43.45662827,-83.89632421,"2424 North Outer Drive, Buena Vista Charter Township, MI 48601, United States of America",1,1,1
82751,Michigan Educational Choice Center,20045 Joann St,Detroit,MI,48205,"20045 Joann St, Detroit, MI 48205",42.4442627,-82.99100023,"20045 Joann Street, Detroit, MI 48205, United States of America",1,1,1
82751,Michigan Educational Choice Center,13120 Wildemere St,Detroit,MI,48238,"13120 Wildemere St, Detroit, MI 48238",42.38963,-83.125533,"13120 Wildemere, Detroit, MI 48238, United States of America",0.9,1,0.9
82752,Capstone Academy Charter School (SDA),13330 E Jefferson Ave,Detroit,MI,48215,"13330 E Jefferson Ave, Detroit, MI 48215",42.37087162,-82.9491722,"13330 East Jefferson Avenue, Detroit, MI 48215, United States of America",1,1,1
82752,Capstone Academy Charter School (SDA),5250 John R,Detroit,MI,48202,"5250 John R, Detroit, MI 48202",42.359873,-83.063239,"5250 John R, Detroit, MI 48202, United States of America",1,1,1
82752,Capstone Academy Charter School (SDA),3500 John R Street,Detroit,MI,48201,"3500 John R Street, Detroit, MI 48201",42.34783925,-83.05492662,"Detroit Behavioral Institute, 3500 John R Street, Detroit, MI 48201, United States of America",0.9,1,0.9
82752,Capstone Academy Charter School (SDA),15255 Mayfield,Detroit,MI,48205,"15255 Mayfield, Detroit, MI 48205",42.422623,-82.96404,"15255 Mayfield, Detroit, MI 48205, United States of America",1,1,1
82753,Andrew Young Early College Academy,8100 West Davison,Detroit,MI,48238,"8100 West Davison, Detroit, MI 48238",42.387448,-83.150006,"8100 W Davison, Detroit, MI 48238, United States of America",1,1,1
82754,Tipton Academy,1615 Belton St,Garden City,MI,48135,"1615 Belton St, Garden City, MI 48135",42.32176146,-83.31387686,"1615 Belton Street, Garden City, MI 48135, United States of America",1,1,1
82754,Tipton Academy,29205 Florence St,Garden City,MI,48135,"29205 Florence St, Garden City, MI 48135",42.31481601,-83.32840646,"29205 Florence Street, Garden City, MI 48135, United States of America",1,1,1
82755,Southwest Detroit Community School,4001 29th St,Detroit,MI,48210,"4001 29th St, Detroit                                                     , MI 48210",42.33474285,-83.11007972,"4001 29th Street, Detroit, MI 48210, United States of America",1,1,1
82756,Taylor Preparatory High School,9540 Telegraph Rd,Taylor,MI,48180,"9540 Telegraph Rd, Taylor, MI 48180",42.23791691,-83.26927422,"9540 Telegraph Road, Taylor, MI 48180, United States of America",1,1,1
82757,Grand River Academy,28111 8 Mile Rd,Livonia,MI,48152,"28111 8 Mile Rd, Livonia, MI 48152",42.440053,-83.374281,"33239 8 Mile Road, Livonia, MI 48152, United States of America",0.5,1,1
82758,New School High,46250 Ann Arbor Road,Plymouth,MI,48170,"46250 Ann Arbor Road, Plymouth, MI 48170",42.35811976,-83.49681365,"46250 Ann Arbor Road, Plymouth Charter Township, MI 48170, United States of America",1,1,1
82759,Regents Academy,17715 Brady Street,Redford,MI,48240,"17715 Brady Street, Redford, MI 48240",42.367487,-83.286241,"Brady, Redford Township, MI 48239, United States of America",0.405,0.9,0.81
82760,Cornerstone Jefferson-Douglass Academy,6861 E Nevada St,Detroit,MI,48234,"6861 E Nevada St, Detroit, MI 48234",42.42664541,-83.03185292,"6861 East Nevada Street, Detroit, MI 48234, United States of America",1,1,1
82761,Detroit Prep,2411 Iroquois,Detroit,MI,48214,"2411 Iroquois, Detroit, MI 48214",42.362251,-82.997891,"2411 Iroquois, Detroit, MI 48214, United States of America",1,1,1
82762,Inkster Preparatory Academy,27355 Woodsfield St,Wixom,MI,48141,"27355 Woodsfield St, Wixom, MI 48141",42.306814,-83.309437,"27355 Woodsfield Street, Inkster, MI 48141, United States of America",0.3,1,1
82762,Inkster Preparatory Academy,27355 Woodsfield St,Inkster,MI,48141,"27355 Woodsfield St, Inkster, MI 48141",42.30740127,-83.30973833,"27355 Woodsfield, Inkster, MI 48141, United States of America",0.9,1,0.9
82763,Discovery Creative Pathways,19360 Harper Ave,Harper Woods,MI,48225,"19360 Harper Ave, Harper Woods, MI 48225",42.42791518,-82.92551411,"19360 Harper Avenue, Harper Woods, MI 48225, United States of America",1,1,1
82763,Discovery Creative Pathways,17175 Olympia,Redford,MI,48240,"17175 Olympia, Redford, MI 48240",42.41690365,-83.29444846,"17175 Olympia, Redford Township, MI 48240, United States of America",1,1,1
82764,Detroit Collegiate High School,3100 Elmwood St,Detroit,MI,48207,"3100 Elmwood St, Detroit, MI 48207",42.356493,-83.025479,"3100 Elmwood Street, Detroit, MI 48207, United States of America",1,1,1
82764,Detroit Collegiate High School,3111 Elmwood Street,Detroit,MI,48207,"3111 Elmwood Street, Detroit, MI 48207",42.35646535,-83.02594879,"3111 Elmwood Street, Detroit, MI 48207, United States of America",1,1,1
82765,Pembroke Academy,19940 Mansfield St,Detroit,MI,48235,"19940 Mansfield St, Detroit, MI 48235",42.43806207,-83.20647887,"19940 Mansfield Street, Detroit, MI 48235, United States of America",1,1,1
82766,Westfield Charter Academy,27201 W Chicago,Redford,MI,48239,"27201 W Chicago, Redford, MI 48239",42.362082,-83.312285,"27201 West Chicago Street, Redford, MI 48239, United States of America",0.7,1,0.7
82766,Westfield Charter Academy,23750 Elmira,Redford,MI,48239,"23750 Elmira, Redford, MI 48239",42.369876,-83.27341,"23750 Elmira, Redford, MI 48239, United States of America",1,1,1
82767,Ivywood Classical Academy,14356 Genoa Ct,Plymouth,MI,48170,"14356 Genoa Ct, Plymouth, MI 48170",42.3853372,-83.51389279,"14356 Genoa Court, Plymouth Charter Township, MI 48170, United States of America",1,1,1
82769,Orchard Academy,278 Mack Ave,Detroit,MI,48201,"278 Mack Ave, Detroit, MI 48201",42.34867405,-83.0543696,"278 Mack Avenue, Detroit, MI 48201, United States of America",1,1,1
82770,Sigma Academy for Leadership and Early Middle College,25 Ford St,Highland Park,MI,48203,"25 Ford St, Highland Park, MI 48203",42.40529255,-83.09847971,"25 Ford Street, Highland Park, MI 48203, United States of America",1,1,1
